question_id,subject,domain,difficulty,model_id,backend,model_name,trial,temperature,prompt,raw_response,error,predicted_letter,correct_letter,is_correct,confidence,parse_ok,timestamp_utc
q0002,conceptual_physics,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: A barometer that uses water instead of mercury will be

A. shorter
B. taller
C. equal in height
D. inoperable

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 100",,A,B,False,100.0,True,2026-07-13T18:18:16.227702+00:00
q0002,conceptual_physics,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: A barometer that uses water instead of mercury will be

A. shorter
B. taller
C. equal in height
D. inoperable

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 100",,A,B,False,100.0,True,2026-07-13T18:18:17.215727+00:00
q0003,high_school_biology,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Once a plasmid has incorporated specific genes, such as the gene coding for the antibiotic ampicillin, into its genome, the plasmid may be cloned by

A. inserting it into a virus to generate multiple copies
B. treating it with a restriction enzyme in order to cut the molecule into small pieces
C. inserting it into a suitable bacterium in order to produce multiple copies
D. running it on a gel electrophoresis in order to determine the size of the gene of interest

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: C
CONFIDENCE: 90",,C,C,True,90.0,True,2026-07-13T18:19:14.133498+00:00
q0003,high_school_biology,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Once a plasmid has incorporated specific genes, such as the gene coding for the antibiotic ampicillin, into its genome, the plasmid may be cloned by

A. inserting it into a virus to generate multiple copies
B. treating it with a restriction enzyme in order to cut the molecule into small pieces
C. inserting it into a suitable bacterium in order to produce multiple copies
D. running it on a gel electrophoresis in order to determine the size of the gene of interest

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: C
CONFIDENCE: 90",,C,C,True,90.0,True,2026-07-13T18:19:15.148917+00:00
q0003,high_school_biology,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Once a plasmid has incorporated specific genes, such as the gene coding for the antibiotic ampicillin, into its genome, the plasmid may be cloned by

A. inserting it into a virus to generate multiple copies
B. treating it with a restriction enzyme in order to cut the molecule into small pieces
C. inserting it into a suitable bacterium in order to produce multiple copies
D. running it on a gel electrophoresis in order to determine the size of the gene of interest

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: C
CONFIDENCE: 100",,C,C,True,100.0,True,2026-07-13T18:19:20.456628+00:00
q0003,high_school_biology,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Once a plasmid has incorporated specific genes, such as the gene coding for the antibiotic ampicillin, into its genome, the plasmid may be cloned by

A. inserting it into a virus to generate multiple copies
B. treating it with a restriction enzyme in order to cut the molecule into small pieces
C. inserting it into a suitable bacterium in order to produce multiple copies
D. running it on a gel electrophoresis in order to determine the size of the gene of interest

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: C
CONFIDENCE: 100",,C,C,True,100.0,True,2026-07-13T18:19:21.450948+00:00
q0004,elementary_mathematics,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is the least common multiple of 4 and 10?

A. 14
B. 20
C. 40
D. 60

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: C
CONFIDENCE: 90",,C,B,False,90.0,True,2026-07-13T18:20:11.386824+00:00
q0004,elementary_mathematics,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is the least common multiple of 4 and 10?

A. 14
B. 20
C. 40
D. 60

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: C
CONFIDENCE: 90",,C,B,False,90.0,True,2026-07-13T18:20:12.591953+00:00
q0004,elementary_mathematics,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is the least common multiple of 4 and 10?

A. 14
B. 20
C. 40
D. 60

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: C
CONFIDENCE: 100",,C,B,False,100.0,True,2026-07-13T18:20:17.613290+00:00
q0004,elementary_mathematics,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is the least common multiple of 4 and 10?

A. 14
B. 20
C. 40
D. 60

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: C
CONFIDENCE: 100",,C,B,False,100.0,True,2026-07-13T18:20:18.611869+00:00
q0005,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: When a proton is plucked from an atomic nucleus, the atom has a decrease in

A. charge
B. energy
C. mass
D. all of these

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: A
CONFIDENCE: 90",,A,D,False,90.0,True,2026-07-13T18:22:05.095947+00:00
q0005,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: When a proton is plucked from an atomic nucleus, the atom has a decrease in

A. charge
B. energy
C. mass
D. all of these

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: A
CONFIDENCE: 95",,A,D,False,95.0,True,2026-07-13T18:22:06.166517+00:00
q0005,conceptual_physics,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: When a proton is plucked from an atomic nucleus, the atom has a decrease in

A. charge
B. energy
C. mass
D. all of these

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 100",,A,D,False,100.0,True,2026-07-13T18:22:10.906814+00:00
q0005,conceptual_physics,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: When a proton is plucked from an atomic nucleus, the atom has a decrease in

A. charge
B. energy
C. mass
D. all of these

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 100",,A,D,False,100.0,True,2026-07-13T18:22:11.928463+00:00
q0006,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: In his special theory of relativity, Einstein stated that the laws of physics are

A. different in different situations.
B. common sense applied to microscopic and macroscopic things.
C. the same in all frames of reference.
D. the same in all uniformly moving frames of reference.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: D
CONFIDENCE: 90",,D,D,True,90.0,True,2026-07-13T18:24:04.461832+00:00
q0006,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: In his special theory of relativity, Einstein stated that the laws of physics are

A. different in different situations.
B. common sense applied to microscopic and macroscopic things.
C. the same in all frames of reference.
D. the same in all uniformly moving frames of reference.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: D
CONFIDENCE: 90",,D,D,True,90.0,True,2026-07-13T18:24:05.574727+00:00
q0006,conceptual_physics,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: In his special theory of relativity, Einstein stated that the laws of physics are

A. different in different situations.
B. common sense applied to microscopic and macroscopic things.
C. the same in all frames of reference.
D. the same in all uniformly moving frames of reference.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: D
CONFIDENCE: 100",,D,D,True,100.0,True,2026-07-13T18:24:11.079750+00:00
q0006,conceptual_physics,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: In his special theory of relativity, Einstein stated that the laws of physics are

A. different in different situations.
B. common sense applied to microscopic and macroscopic things.
C. the same in all frames of reference.
D. the same in all uniformly moving frames of reference.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: D
CONFIDENCE: 100",,D,D,True,100.0,True,2026-07-13T18:24:12.377226+00:00
q0007,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Electricity and magnetism connect to form

A. mass
B. energy
C. ultrahigh-frequency sound
D. light

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: D
CONFIDENCE: 90",,D,D,True,90.0,True,2026-07-13T18:26:05.236867+00:00
q0007,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Electricity and magnetism connect to form

A. mass
B. energy
C. ultrahigh-frequency sound
D. light

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: D
CONFIDENCE: 90",,D,D,True,90.0,True,2026-07-13T18:26:06.476032+00:00
q0007,conceptual_physics,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Electricity and magnetism connect to form

A. mass
B. energy
C. ultrahigh-frequency sound
D. light

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 100",,A,D,False,100.0,True,2026-07-13T18:26:12.179326+00:00
q0007,conceptual_physics,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Electricity and magnetism connect to form

A. mass
B. energy
C. ultrahigh-frequency sound
D. light

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 100",,A,D,False,100.0,True,2026-07-13T18:26:13.363674+00:00
q0008,elementary_mathematics,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: You walked your dog 7 over 9 mi in the morning and 5 over 12 mi in the afternoon. How much farther did you walk your dog in the morning than in the afternoon?

A. 13 over 36
B. 12 over 21
C. 2 over 3
D. 35 over 108

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: D
CONFIDENCE: 80",,D,A,False,80.0,True,2026-07-13T18:27:33.205679+00:00
q0008,elementary_mathematics,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: You walked your dog 7 over 9 mi in the morning and 5 over 12 mi in the afternoon. How much farther did you walk your dog in the morning than in the afternoon?

A. 13 over 36
B. 12 over 21
C. 2 over 3
D. 35 over 108

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: D
CONFIDENCE: 90",,D,A,False,90.0,True,2026-07-13T18:27:34.311358+00:00
q0008,elementary_mathematics,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: You walked your dog 7 over 9 mi in the morning and 5 over 12 mi in the afternoon. How much farther did you walk your dog in the morning than in the afternoon?

A. 13 over 36
B. 12 over 21
C. 2 over 3
D. 35 over 108

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: C
CONFIDENCE: 100",,C,A,False,100.0,True,2026-07-13T18:27:40.164178+00:00
q0008,elementary_mathematics,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: You walked your dog 7 over 9 mi in the morning and 5 over 12 mi in the afternoon. How much farther did you walk your dog in the morning than in the afternoon?

A. 13 over 36
B. 12 over 21
C. 2 over 3
D. 35 over 108

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: C
CONFIDENCE: 100",,C,A,False,100.0,True,2026-07-13T18:27:41.268990+00:00
q0009,high_school_biology,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Charles Darwin was the first person to propose

A. that evolution occurs.
B. a mechanism for how evolution occurs.
C. that the Earth is older than a few thousand years.
D. a mechanism for evolution that was supported by evidence.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: A
CONFIDENCE: 80",,A,D,False,80.0,True,2026-07-13T18:29:09.609961+00:00
q0009,high_school_biology,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Charles Darwin was the first person to propose

A. that evolution occurs.
B. a mechanism for how evolution occurs.
C. that the Earth is older than a few thousand years.
D. a mechanism for evolution that was supported by evidence.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: A
CONFIDENCE: 90",,A,D,False,90.0,True,2026-07-13T18:29:10.717346+00:00
q0009,high_school_biology,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Charles Darwin was the first person to propose

A. that evolution occurs.
B. a mechanism for how evolution occurs.
C. that the Earth is older than a few thousand years.
D. a mechanism for evolution that was supported by evidence.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: B
CONFIDENCE: 100",,B,D,False,100.0,True,2026-07-13T18:29:15.935256+00:00
q0009,high_school_biology,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Charles Darwin was the first person to propose

A. that evolution occurs.
B. a mechanism for how evolution occurs.
C. that the Earth is older than a few thousand years.
D. a mechanism for evolution that was supported by evidence.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: B
CONFIDENCE: 100",,B,D,False,100.0,True,2026-07-13T18:29:16.973307+00:00
q0010,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: The red glow in the neon tube of an advertising sign is a result of

A. fluorescence.
B. coherence.
C. polarization.
D. de-excitation.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: A
CONFIDENCE: 90",,A,D,False,90.0,True,2026-07-13T18:31:09.175258+00:00
q0010,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: The red glow in the neon tube of an advertising sign is a result of

A. fluorescence.
B. coherence.
C. polarization.
D. de-excitation.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: A
CONFIDENCE: 90",,A,D,False,90.0,True,2026-07-13T18:31:10.252141+00:00
q0010,conceptual_physics,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: The red glow in the neon tube of an advertising sign is a result of

A. fluorescence.
B. coherence.
C. polarization.
D. de-excitation.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 100",,A,D,False,100.0,True,2026-07-13T18:31:16.544734+00:00
q0010,conceptual_physics,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: The red glow in the neon tube of an advertising sign is a result of

A. fluorescence.
B. coherence.
C. polarization.
D. de-excitation.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 100",,A,D,False,100.0,True,2026-07-13T18:31:17.999355+00:00
q0011,elementary_mathematics,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is 0.3 × 427?

A. 0.1281
B. 1.281
C. 12.81
D. 128.1

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: D
CONFIDENCE: 90",,D,D,True,90.0,True,2026-07-13T18:33:10.123575+00:00
q0011,elementary_mathematics,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is 0.3 × 427?

A. 0.1281
B. 1.281
C. 12.81
D. 128.1

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: D
CONFIDENCE: 90",,D,D,True,90.0,True,2026-07-13T18:33:11.167314+00:00
q0011,elementary_mathematics,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is 0.3 × 427?

A. 0.1281
B. 1.281
C. 12.81
D. 128.1

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: C
CONFIDENCE: 100",,C,D,False,100.0,True,2026-07-13T18:33:16.214060+00:00
