question_id,subject,domain,difficulty,model_id,backend,model_name,trial,temperature,prompt,raw_response,error,predicted_letter,correct_letter,is_correct,confidence,parse_ok,timestamp_utc
q0001,high_school_biology,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: The structure of ATP synthase in the plasma membranes of bacteria is nearly identical to that in the mitochondria and chloroplasts of eukaryotic cells. This similarity best supports which of the following hypotheses?

A. Eukaryotic and prokaryotic cells share a common ancestor.
B. Mitochondria are derived from ancient aerobic bacteria, and chloroplasts are derived from ancient photosynthetic bacteria.
C. The similarity of ATP synthase in bacteria, mitochondria, and chloroplasts is an example of convergent evolution.
D. Mitochondria and chloroplasts escaped from eukaryotic cells and formed aerobic and photosynthetic prokaryotes.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 95",,A,B,False,95.0,True,2026-07-13T18:17:16.451553+00:00
q0001,high_school_biology,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: The structure of ATP synthase in the plasma membranes of bacteria is nearly identical to that in the mitochondria and chloroplasts of eukaryotic cells. This similarity best supports which of the following hypotheses?

A. Eukaryotic and prokaryotic cells share a common ancestor.
B. Mitochondria are derived from ancient aerobic bacteria, and chloroplasts are derived from ancient photosynthetic bacteria.
C. The similarity of ATP synthase in bacteria, mitochondria, and chloroplasts is an example of convergent evolution.
D. Mitochondria and chloroplasts escaped from eukaryotic cells and formed aerobic and photosynthetic prokaryotes.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 95",,A,B,False,95.0,True,2026-07-13T18:17:17.375085+00:00
q0002,conceptual_physics,STEM,easy,gemini_flash,gemini,gemini-flash-latest,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: A barometer that uses water instead of mercury will be

A. shorter
B. taller
C. equal in height
D. inoperable

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: B
CONFIDENCE: 100",,B,B,True,100.0,True,2026-07-13T18:17:38.087323+00:00
q0002,conceptual_physics,STEM,easy,gemini_flash,gemini,gemini-flash-latest,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: A barometer that uses water instead of mercury will be

A. shorter
B. taller
C. equal in height
D. inoperable

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: B
CONFIDENCE: 100",,B,B,True,100.0,True,2026-07-13T18:17:59.998041+00:00
q0002,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: A barometer that uses water instead of mercury will be

A. shorter
B. taller
C. equal in height
D. inoperable

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: A
CONFIDENCE: 80",,A,B,False,80.0,True,2026-07-13T18:18:10.217060+00:00
q0002,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: A barometer that uses water instead of mercury will be

A. shorter
B. taller
C. equal in height
D. inoperable

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: A
CONFIDENCE: 80",,A,B,False,80.0,True,2026-07-13T18:18:11.285627+00:00
q0002,conceptual_physics,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: A barometer that uses water instead of mercury will be

A. shorter
B. taller
C. equal in height
D. inoperable

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 100",,A,B,False,100.0,True,2026-07-13T18:18:16.227702+00:00
q0002,conceptual_physics,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: A barometer that uses water instead of mercury will be

A. shorter
B. taller
C. equal in height
D. inoperable

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 100",,A,B,False,100.0,True,2026-07-13T18:18:17.215727+00:00
q0003,high_school_biology,STEM,easy,gemini_flash,gemini,gemini-flash-latest,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Once a plasmid has incorporated specific genes, such as the gene coding for the antibiotic ampicillin, into its genome, the plasmid may be cloned by

A. inserting it into a virus to generate multiple copies
B. treating it with a restriction enzyme in order to cut the molecule into small pieces
C. inserting it into a suitable bacterium in order to produce multiple copies
D. running it on a gel electrophoresis in order to determine the size of the gene of interest

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: C
CONFIDENCE: 100",,C,C,True,100.0,True,2026-07-13T18:18:38.508315+00:00
q0003,high_school_biology,STEM,easy,gemini_flash,gemini,gemini-flash-latest,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Once a plasmid has incorporated specific genes, such as the gene coding for the antibiotic ampicillin, into its genome, the plasmid may be cloned by

A. inserting it into a virus to generate multiple copies
B. treating it with a restriction enzyme in order to cut the molecule into small pieces
C. inserting it into a suitable bacterium in order to produce multiple copies
D. running it on a gel electrophoresis in order to determine the size of the gene of interest

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: C
CONFIDENCE: 100",,C,C,True,100.0,True,2026-07-13T18:19:03.394873+00:00
q0003,high_school_biology,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Once a plasmid has incorporated specific genes, such as the gene coding for the antibiotic ampicillin, into its genome, the plasmid may be cloned by

A. inserting it into a virus to generate multiple copies
B. treating it with a restriction enzyme in order to cut the molecule into small pieces
C. inserting it into a suitable bacterium in order to produce multiple copies
D. running it on a gel electrophoresis in order to determine the size of the gene of interest

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: C
CONFIDENCE: 90",,C,C,True,90.0,True,2026-07-13T18:19:14.133498+00:00
q0003,high_school_biology,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Once a plasmid has incorporated specific genes, such as the gene coding for the antibiotic ampicillin, into its genome, the plasmid may be cloned by

A. inserting it into a virus to generate multiple copies
B. treating it with a restriction enzyme in order to cut the molecule into small pieces
C. inserting it into a suitable bacterium in order to produce multiple copies
D. running it on a gel electrophoresis in order to determine the size of the gene of interest

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: C
CONFIDENCE: 90",,C,C,True,90.0,True,2026-07-13T18:19:15.148917+00:00
q0003,high_school_biology,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Once a plasmid has incorporated specific genes, such as the gene coding for the antibiotic ampicillin, into its genome, the plasmid may be cloned by

A. inserting it into a virus to generate multiple copies
B. treating it with a restriction enzyme in order to cut the molecule into small pieces
C. inserting it into a suitable bacterium in order to produce multiple copies
D. running it on a gel electrophoresis in order to determine the size of the gene of interest

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: C
CONFIDENCE: 100",,C,C,True,100.0,True,2026-07-13T18:19:20.456628+00:00
q0003,high_school_biology,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Once a plasmid has incorporated specific genes, such as the gene coding for the antibiotic ampicillin, into its genome, the plasmid may be cloned by

A. inserting it into a virus to generate multiple copies
B. treating it with a restriction enzyme in order to cut the molecule into small pieces
C. inserting it into a suitable bacterium in order to produce multiple copies
D. running it on a gel electrophoresis in order to determine the size of the gene of interest

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: C
CONFIDENCE: 100",,C,C,True,100.0,True,2026-07-13T18:19:21.450948+00:00
q0004,elementary_mathematics,STEM,easy,gemini_flash,gemini,gemini-flash-latest,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is the least common multiple of 4 and 10?

A. 14
B. 20
C. 40
D. 60

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: B
CONFIDENCE: 100",,B,B,True,100.0,True,2026-07-13T18:19:39.375208+00:00
q0004,elementary_mathematics,STEM,easy,gemini_flash,gemini,gemini-flash-latest,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is the least common multiple of 4 and 10?

A. 14
B. 20
C. 40
D. 60

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: B
CONFIDENCE: 100",,B,B,True,100.0,True,2026-07-13T18:20:00.935321+00:00
q0004,elementary_mathematics,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is the least common multiple of 4 and 10?

A. 14
B. 20
C. 40
D. 60

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: C
CONFIDENCE: 90",,C,B,False,90.0,True,2026-07-13T18:20:11.386824+00:00
q0004,elementary_mathematics,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is the least common multiple of 4 and 10?

A. 14
B. 20
C. 40
D. 60

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: C
CONFIDENCE: 90",,C,B,False,90.0,True,2026-07-13T18:20:12.591953+00:00
q0004,elementary_mathematics,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is the least common multiple of 4 and 10?

A. 14
B. 20
C. 40
D. 60

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: C
CONFIDENCE: 100",,C,B,False,100.0,True,2026-07-13T18:20:17.613290+00:00
q0004,elementary_mathematics,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: What is the least common multiple of 4 and 10?

A. 14
B. 20
C. 40
D. 60

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: C
CONFIDENCE: 100",,C,B,False,100.0,True,2026-07-13T18:20:18.611869+00:00
q0005,conceptual_physics,STEM,easy,gemini_flash,gemini,gemini-flash-latest,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: When a proton is plucked from an atomic nucleus, the atom has a decrease in

A. charge
B. energy
C. mass
D. all of these

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
",,Gemini call failed after retries: None,,D,False,,False,2026-07-13T18:21:07.313560+00:00
q0005,conceptual_physics,STEM,easy,gemini_flash,gemini,gemini-flash-latest,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: When a proton is plucked from an atomic nucleus, the atom has a decrease in

A. charge
B. energy
C. mass
D. all of these

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: D
CONFIDENCE: 100",,D,D,True,100.0,True,2026-07-13T18:21:54.027362+00:00
q0005,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: When a proton is plucked from an atomic nucleus, the atom has a decrease in

A. charge
B. energy
C. mass
D. all of these

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: A
CONFIDENCE: 90",,A,D,False,90.0,True,2026-07-13T18:22:05.095947+00:00
q0005,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: When a proton is plucked from an atomic nucleus, the atom has a decrease in

A. charge
B. energy
C. mass
D. all of these

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: A
CONFIDENCE: 95",,A,D,False,95.0,True,2026-07-13T18:22:06.166517+00:00
q0005,conceptual_physics,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: When a proton is plucked from an atomic nucleus, the atom has a decrease in

A. charge
B. energy
C. mass
D. all of these

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 100",,A,D,False,100.0,True,2026-07-13T18:22:10.906814+00:00
q0005,conceptual_physics,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: When a proton is plucked from an atomic nucleus, the atom has a decrease in

A. charge
B. energy
C. mass
D. all of these

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: A
CONFIDENCE: 100",,A,D,False,100.0,True,2026-07-13T18:22:11.928463+00:00
q0006,conceptual_physics,STEM,easy,gemini_flash,gemini,gemini-flash-latest,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: In his special theory of relativity, Einstein stated that the laws of physics are

A. different in different situations.
B. common sense applied to microscopic and macroscopic things.
C. the same in all frames of reference.
D. the same in all uniformly moving frames of reference.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
",,Gemini call failed after retries: None,,D,False,,False,2026-07-13T18:23:00.708320+00:00
q0006,conceptual_physics,STEM,easy,gemini_flash,gemini,gemini-flash-latest,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: In his special theory of relativity, Einstein stated that the laws of physics are

A. different in different situations.
B. common sense applied to microscopic and macroscopic things.
C. the same in all frames of reference.
D. the same in all uniformly moving frames of reference.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
",,Gemini call failed after retries: None,,D,False,,False,2026-07-13T18:23:53.531998+00:00
q0006,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: In his special theory of relativity, Einstein stated that the laws of physics are

A. different in different situations.
B. common sense applied to microscopic and macroscopic things.
C. the same in all frames of reference.
D. the same in all uniformly moving frames of reference.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: D
CONFIDENCE: 90",,D,D,True,90.0,True,2026-07-13T18:24:04.461832+00:00
q0006,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: In his special theory of relativity, Einstein stated that the laws of physics are

A. different in different situations.
B. common sense applied to microscopic and macroscopic things.
C. the same in all frames of reference.
D. the same in all uniformly moving frames of reference.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: D
CONFIDENCE: 90",,D,D,True,90.0,True,2026-07-13T18:24:05.574727+00:00
q0006,conceptual_physics,STEM,easy,mistral,ollama,mistral,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: In his special theory of relativity, Einstein stated that the laws of physics are

A. different in different situations.
B. common sense applied to microscopic and macroscopic things.
C. the same in all frames of reference.
D. the same in all uniformly moving frames of reference.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: D
CONFIDENCE: 100",,D,D,True,100.0,True,2026-07-13T18:24:11.079750+00:00
q0006,conceptual_physics,STEM,easy,mistral,ollama,mistral,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: In his special theory of relativity, Einstein stated that the laws of physics are

A. different in different situations.
B. common sense applied to microscopic and macroscopic things.
C. the same in all frames of reference.
D. the same in all uniformly moving frames of reference.

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
"," ANSWER: D
CONFIDENCE: 100",,D,D,True,100.0,True,2026-07-13T18:24:12.377226+00:00
q0007,conceptual_physics,STEM,easy,gemini_flash,gemini,gemini-flash-latest,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Electricity and magnetism connect to form

A. mass
B. energy
C. ultrahigh-frequency sound
D. light

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
",,Gemini call failed after retries: None,,D,False,,False,2026-07-13T18:25:01.148514+00:00
q0007,conceptual_physics,STEM,easy,gemini_flash,gemini,gemini-flash-latest,1,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Electricity and magnetism connect to form

A. mass
B. energy
C. ultrahigh-frequency sound
D. light

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
",,Gemini call failed after retries: None,,D,False,,False,2026-07-13T18:25:53.745156+00:00
q0007,conceptual_physics,STEM,easy,llama3.1,ollama,llama3.1,0,0.3,"Answer the following multiple-choice question. Then rate your confidence.

Question: Electricity and magnetism connect to form

A. mass
B. energy
C. ultrahigh-frequency sound
D. light

Respond in EXACTLY this format with no other text:
ANSWER: [A/B/C/D]
CONFIDENCE: [integer 0-100]

Example of a valid reply:
ANSWER: B
CONFIDENCE: 70
","ANSWER: D
CONFIDENCE: 90",,D,D,True,90.0,True,2026-07-13T18:26:05.236867+00:00
