config_version,max_output_tokens,temperature,bank_source,question_id,subject,domain,difficulty,model_id,backend,model_name,trial_index,collection_timestamp,predicted_letter,correct_letter,is_correct,confidence,parse_ok,internal_prob_answer,internal_prob_note,call_cost_usd,input_tokens,output_tokens
v2,1024,0.3,original_180,q0003,high_school_biology,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T17:59:08.215208+00:00,C,C,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000252,187,13
v2,1024,0.3,original_180,q0003,high_school_biology,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T17:59:09.946654+00:00,C,C,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000252,187,13
v2,1024,0.3,original_180,q0004,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T17:59:11.574221+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000177,112,13
v2,1024,0.3,original_180,q0004,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T17:59:13.241521+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000177,112,13
v2,1024,0.3,original_180,q0004,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T17:59:15.057437+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000177,112,13
v2,1024,0.3,original_180,q0004,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T17:59:16.671133+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000177,112,13
v2,1024,0.3,original_180,q0004,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T17:59:18.483009+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000177,112,13
v2,1024,0.3,original_180,q0005,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T17:59:22.742709+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.0013800000000000002,115,253
v2,1024,0.3,original_180,q0005,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T17:59:28.695944+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00124,115,225
v2,1024,0.3,original_180,q0005,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T17:59:33.100786+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001415,115,260
v2,1024,0.3,original_180,q0005,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T17:59:37.377114+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00136,115,249
v2,1024,0.3,original_180,q0005,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T17:59:41.758305+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00135,115,247
v2,1024,0.3,original_180,q0006,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T17:59:43.648579+00:00,D,D,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000207,142,13
v2,1024,0.3,original_180,q0006,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T17:59:45.285829+00:00,D,D,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000207,142,13
v2,1024,0.3,original_180,q0006,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T17:59:47.230547+00:00,D,D,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000207,142,13
v2,1024,0.3,original_180,q0006,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T17:59:48.878118+00:00,D,D,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000207,142,13
v2,1024,0.3,original_180,q0006,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T17:59:50.622297+00:00,D,D,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000207,142,13
v2,1024,0.3,original_180,q0007,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T17:59:52.311972+00:00,D,D,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000172,107,13
v2,1024,0.3,original_180,q0007,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T17:59:54.190395+00:00,D,D,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000172,107,13
v2,1024,0.3,original_180,q0007,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T17:59:55.956159+00:00,D,D,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000172,107,13
v2,1024,0.3,original_180,q0007,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T17:59:57.682447+00:00,D,D,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000172,107,13
v2,1024,0.3,original_180,q0007,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:00:00.651927+00:00,D,D,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000172,107,13
v2,1024,0.3,original_180,q0008,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:00:03.478159+00:00,A,A,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001154,159,199
v2,1024,0.3,original_180,q0008,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:00:06.175193+00:00,A,A,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001154,159,199
v2,1024,0.3,original_180,q0008,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:00:08.973581+00:00,A,A,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001154,159,199
v2,1024,0.3,original_180,q0008,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:00:12.422132+00:00,A,A,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001154,159,199
v2,1024,0.3,original_180,q0008,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:00:15.470391+00:00,A,A,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.001154,159,199
v2,1024,0.3,original_180,q0009,high_school_biology,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:00:17.263210+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019499999999999997,130,13
v2,1024,0.3,original_180,q0009,high_school_biology,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:00:19.154079+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019499999999999997,130,13
v2,1024,0.3,original_180,q0009,high_school_biology,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:00:20.863958+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019499999999999997,130,13
v2,1024,0.3,original_180,q0009,high_school_biology,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:00:22.662904+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019499999999999997,130,13
v2,1024,0.3,original_180,q0009,high_school_biology,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:00:24.384920+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00019499999999999997,130,13
v2,1024,0.3,original_180,q0010,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:00:26.143143+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000186,121,13
v2,1024,0.3,original_180,q0010,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:00:27.849922+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000186,121,13
v2,1024,0.3,original_180,q0010,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:00:29.944828+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000186,121,13
v2,1024,0.3,original_180,q0010,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:00:32.269324+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000186,121,13
v2,1024,0.3,original_180,q0010,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:00:34.027714+00:00,D,D,True,92,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000186,121,13
v2,1024,0.3,original_180,q0011,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:00:36.266733+00:00,D,D,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000458,118,68
v2,1024,0.3,original_180,q0011,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:00:38.211365+00:00,D,D,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000458,118,68
v2,1024,0.3,original_180,q0011,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:00:39.973767+00:00,D,D,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000183,118,13
v2,1024,0.3,original_180,q0011,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:00:42.091823+00:00,D,D,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000458,118,68
v2,1024,0.3,original_180,q0011,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:00:43.876333+00:00,D,D,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000183,118,13
v2,1024,0.3,original_180,q0012,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:00:46.422740+00:00,A,A,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000619,129,98
v2,1024,0.3,original_180,q0012,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:00:48.540703+00:00,A,A,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000619,129,98
v2,1024,0.3,original_180,q0012,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:00:55.184427+00:00,A,A,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000634,129,101
v2,1024,0.3,original_180,q0012,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:00:57.579133+00:00,A,A,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000634,129,101
v2,1024,0.3,original_180,q0012,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:00:59.734501+00:00,A,A,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000634,129,101
v2,1024,0.3,original_180,q0013,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:01:01.543222+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00020800000000000001,143,13
v2,1024,0.3,original_180,q0013,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:01:03.259897+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00020800000000000001,143,13
v2,1024,0.3,original_180,q0013,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:01:04.954993+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00020800000000000001,143,13
v2,1024,0.3,original_180,q0013,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:01:06.709565+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00020800000000000001,143,13
v2,1024,0.3,original_180,q0013,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:01:08.434442+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.00020800000000000001,143,13
v2,1024,0.3,original_180,q0014,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:01:10.382844+00:00,C,C,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000186,121,13
v2,1024,0.3,original_180,q0014,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:01:12.732273+00:00,C,C,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000186,121,13
v2,1024,0.3,original_180,q0014,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:01:14.415858+00:00,C,C,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000186,121,13
v2,1024,0.3,original_180,q0014,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:01:16.119355+00:00,C,C,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000186,121,13
v2,1024,0.3,original_180,q0014,conceptual_physics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,4,2026-07-16T18:01:17.785549+00:00,C,C,True,95,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000186,121,13
v2,1024,0.3,original_180,q0015,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,0,2026-07-16T18:01:19.754535+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000228,163,13
v2,1024,0.3,original_180,q0015,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,1,2026-07-16T18:01:21.535664+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000228,163,13
v2,1024,0.3,original_180,q0015,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,2,2026-07-16T18:01:23.201304+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000228,163,13
v2,1024,0.3,original_180,q0015,elementary_mathematics,STEM,easy,claude_haiku,anthropic,claude-haiku-4-5-20251001,3,2026-07-16T18:01:24.788605+00:00,B,B,True,99,True,,"Anthropic's public API does not expose token-level log probabilities as of this implementation; Claude is excluded from internal-probability comparison analyses by design, not by data availability failure. | parse_attempts=1/3",0.000228,163,13
